iteration,variant,accepted,latency_ms,reason
63,full_cod_mdtwin_holder_bound_flow,True,24.318833,valid holder-bound capability presentation
64,cod_validation_only,True,1.063875,valid chain of delegation
64,cod_validation_plus_capability_realization,True,3.811792,valid chain of delegation
64,capability_verification_without_holder_proof,True,1.992083,valid capability in no-holder-proof ablation mode
64,capability_verification_with_holder_proof_no_state,True,5.821875,valid holder-bound capability presentation
64,full_stateful_holder_bound_capability_verification,True,7.019708,valid holder-bound capability presentation
64,full_cod_mdtwin_holder_bound_flow,True,24.983042,valid holder-bound capability presentation
65,cod_validation_only,True,1.09125,valid chain of delegation
65,cod_validation_plus_capability_realization,True,3.278542,valid chain of delegation
65,capability_verification_without_holder_proof,True,2.04875,valid capability in no-holder-proof ablation mode
65,capability_verification_with_holder_proof_no_state,True,6.104916,valid holder-bound capability presentation
65,full_stateful_holder_bound_capability_verification,True,7.291249,valid holder-bound capability presentation
65,full_cod_mdtwin_holder_bound_flow,True,24.1325,valid holder-bound capability presentation
66,cod_validation_only,True,1.066875,valid chain of delegation
66,cod_validation_plus_capability_realization,True,3.290791,valid chain of delegation
66,capability_verification_without_holder_proof,True,2.015042,valid capability in no-holder-proof ablation mode
66,capability_verification_with_holder_proof_no_state,True,5.710167,valid holder-bound capability presentation
66,full_stateful_holder_bound_capability_verification,True,7.462083,valid holder-bound capability presentation
66,full_cod_mdtwin_holder_bound_flow,True,24.48275,valid holder-bound capability presentation
67,cod_validation_only,True,1.106916,valid chain of delegation
67,cod_validation_plus_capability_realization,True,3.337,valid chain of delegation
67,capability_verification_without_holder_proof,True,1.973167,valid capability in no-holder-proof ablation mode
67,capability_verification_with_holder_proof_no_state,True,6.078251,valid holder-bound capability presentation
67,full_stateful_holder_bound_capability_verification,True,6.920667,valid holder-bound capability presentation
67,full_cod_mdtwin_holder_bound_flow,True,24.145,valid holder-bound capability presentation
68,cod_validation_only,True,1.190208,valid chain of delegation
68,cod_validation_plus_capability_realization,True,3.542459,valid chain of delegation
68,capability_verification_without_holder_proof,True,2.143292,valid capability in no-holder-proof ablation mode
68,capability_verification_with_holder_proof_no_state,True,5.874,valid holder-bound capability presentation
68,full_stateful_holder_bound_capability_verification,True,7.340918,valid holder-bound capability presentation
68,full_cod_mdtwin_holder_bound_flow,True,25.870458,valid holder-bound capability presentation
69,cod_validation_only,True,1.047916,valid chain of delegation
69,cod_validation_plus_capability_realization,True,3.240791,valid chain of delegation
69,capability_verification_without_holder_proof,True,1.991542,valid capability in no-holder-proof ablation mode
69,capability_verification_with_holder_proof_no_state,True,6.108541,valid holder-bound capability presentation
69,full_stateful_holder_bound_capability_verification,True,7.183375,valid holder-bound capability presentation
69,full_cod_mdtwin_holder_bound_flow,True,24.1385,valid holder-bound capability presentation
70,cod_validation_only,True,1.036042,valid chain of delegation
70,cod_validation_plus_capability_realization,True,3.29225,valid chain of delegation
70,capability_verification_without_holder_proof,True,2.01,valid capability in no-holder-proof ablation mode
70,capability_verification_with_holder_proof_no_state,True,6.005291,valid holder-bound capability presentation
70,full_stateful_holder_bound_capability_verification,True,7.141707,valid holder-bound capability presentation
70,full_cod_mdtwin_holder_bound_flow,True,23.939333,valid holder-bound capability presentation
71,cod_validation_only,True,1.066792,valid chain of delegation
71,cod_validation_plus_capability_realization,True,3.162792,valid chain of delegation
71,capability_verification_without_holder_proof,True,1.984,valid capability in no-holder-proof ablation mode
71,capability_verification_with_holder_proof_no_state,True,5.855625,valid holder-bound capability presentation
71,full_stateful_holder_bound_capability_verification,True,7.093042,valid holder-bound capability presentation
71,full_cod_mdtwin_holder_bound_flow,True,25.756167,valid holder-bound capability presentation
72,cod_validation_only,True,1.10325,valid chain of delegation
72,cod_validation_plus_capability_realization,True,3.325875,valid chain of delegation
72,capability_verification_without_holder_proof,True,1.95925,valid capability in no-holder-proof ablation mode
72,capability_verification_with_holder_proof_no_state,True,5.9425,valid holder-bound capability presentation
72,full_stateful_holder_bound_capability_verification,True,7.29225,valid holder-bound capability presentation
72,full_cod_mdtwin_holder_bound_flow,True,23.779666,valid holder-bound capability presentation
73,cod_validation_only,True,1.090208,valid chain of delegation
73,cod_validation_plus_capability_realization,True,3.839084,valid chain of delegation
73,capability_verification_without_holder_proof,True,1.990541,valid capability in no-holder-proof ablation mode
73,capability_verification_with_holder_proof_no_state,True,6.138041,valid holder-bound capability presentation
73,full_stateful_holder_bound_capability_verification,True,7.03275,valid holder-bound capability presentation
73,full_cod_mdtwin_holder_bound_flow,True,24.273917,valid holder-bound capability presentation
74,cod_validation_only,True,1.035,valid chain of delegation
74,cod_validation_plus_capability_realization,True,3.163958,valid chain of delegation
74,capability_verification_without_holder_proof,True,1.937875,valid capability in no-holder-proof ablation mode
74,capability_verification_with_holder_proof_no_state,True,5.9265,valid holder-bound capability presentation
74,full_stateful_holder_bound_capability_verification,True,7.348917,valid holder-bound capability presentation
74,full_cod_mdtwin_holder_bound_flow,True,24.336791,valid holder-bound capability presentation
75,cod_validation_only,True,1.105084,valid chain of delegation
75,cod_validation_plus_capability_realization,True,3.315917,valid chain of delegation
75,capability_verification_without_holder_proof,True,1.911792,valid capability in no-holder-proof ablation mode
75,capability_verification_with_holder_proof_no_state,True,6.275125,valid holder-bound capability presentation
75,full_stateful_holder_bound_capability_verification,True,7.107624,valid holder-bound capability presentation
75,full_cod_mdtwin_holder_bound_flow,True,24.950209,valid holder-bound capability presentation
76,cod_validation_only,True,1.037375,valid chain of delegation
76,cod_validation_plus_capability_realization,True,3.178458,valid chain of delegation
76,capability_verification_without_holder_proof,True,1.842333,valid capability in no-holder-proof ablation mode
76,capability_verification_with_holder_proof_no_state,True,6.148666,valid holder-bound capability presentation
76,full_stateful_holder_bound_capability_verification,True,7.203917,valid holder-bound capability presentation
76,full_cod_mdtwin_holder_bound_flow,True,24.547291,valid holder-bound capability presentation
77,cod_validation_only,True,1.316917,valid chain of delegation
77,cod_validation_plus_capability_realization,True,3.498708,valid chain of delegation
77,capability_verification_without_holder_proof,True,1.910084,valid capability in no-holder-proof ablation mode
77,capability_verification_with_holder_proof_no_state,True,5.974084,valid holder-bound capability presentation
77,full_stateful_holder_bound_capability_verification,True,7.478208,valid holder-bound capability presentation
77,full_cod_mdtwin_holder_bound_flow,True,25.420583,valid holder-bound capability presentation
78,cod_validation_only,True,1.015125,valid chain of delegation
78,cod_validation_plus_capability_realization,True,3.327417,valid chain of delegation
78,capability_verification_without_holder_proof,True,2.092542,valid capability in no-holder-proof ablation mode
78,capability_verification_with_holder_proof_no_state,True,5.661625,valid holder-bound capability presentation
78,full_stateful_holder_bound_capability_verification,True,7.164833,valid holder-bound capability presentation
78,full_cod_mdtwin_holder_bound_flow,True,24.21625,valid holder-bound capability presentation
79,cod_validation_only,True,1.072208,valid chain of delegation
79,cod_validation_plus_capability_realization,True,3.162917,valid chain of delegation
79,capability_verification_without_holder_proof,True,2.017708,valid capability in no-holder-proof ablation mode
79,capability_verification_with_holder_proof_no_state,True,6.089208,valid holder-bound capability presentation
79,full_stateful_holder_bound_capability_verification,True,7.034332,valid holder-bound capability presentation
79,full_cod_mdtwin_holder_bound_flow,True,24.473583,valid holder-bound capability presentation
80,cod_validation_only,True,1.123042,valid chain of delegation
80,cod_validation_plus_capability_realization,True,3.36525,valid chain of delegation
80,capability_verification_without_holder_proof,True,2.017708,valid capability in no-holder-proof ablation mode
80,capability_verification_with_holder_proof_no_state,True,5.969417,valid holder-bound capability presentation
80,full_stateful_holder_bound_capability_verification,True,7.074167,valid holder-bound capability presentation
80,full_cod_mdtwin_holder_bound_flow,True,23.778791,valid holder-bound capability presentation
81,cod_validation_only,True,1.085042,valid chain of delegation
81,cod_validation_plus_capability_realization,True,3.139292,valid chain of delegation
81,capability_verification_without_holder_proof,True,2.086916,valid capability in no-holder-proof ablation mode
81,capability_verification_with_holder_proof_no_state,True,5.927625,valid holder-bound capability presentation
81,full_stateful_holder_bound_capability_verification,True,7.063542,valid holder-bound capability presentation
81,full_cod_mdtwin_holder_bound_flow,True,24.919834,valid holder-bound capability presentation
82,cod_validation_only,True,1.08325,valid chain of delegation
82,cod_validation_plus_capability_realization,True,3.985958,valid chain of delegation
82,capability_verification_without_holder_proof,True,1.964292,valid capability in no-holder-proof ablation mode
82,capability_verification_with_holder_proof_no_state,True,5.949624,valid holder-bound capability presentation
82,full_stateful_holder_bound_capability_verification,True,7.113791,valid holder-bound capability presentation
82,full_cod_mdtwin_holder_bound_flow,True,24.606292,valid holder-bound capability presentation
83,cod_validation_only,True,1.07,valid chain of delegation
83,cod_validation_plus_capability_realization,True,3.278042,valid chain of delegation
83,capability_verification_without_holder_proof,True,1.986625,valid capability in no-holder-proof ablation mode
83,capability_verification_with_holder_proof_no_state,True,5.962666,valid holder-bound capability presentation
83,full_stateful_holder_bound_capability_verification,True,7.323042,valid holder-bound capability presentation
83,full_cod_mdtwin_holder_bound_flow,True,25.421333,valid holder-bound capability presentation
84,cod_validation_only,True,1.053333,valid chain of delegation
84,cod_validation_plus_capability_realization,True,3.383667,valid chain of delegation
84,capability_verification_without_holder_proof,True,1.979542,valid capability in no-holder-proof ablation mode
84,capability_verification_with_holder_proof_no_state,True,5.966958,valid holder-bound capability presentation
84,full_stateful_holder_bound_capability_verification,True,7.120876,valid holder-bound capability presentation
84,full_cod_mdtwin_holder_bound_flow,True,23.81975,valid holder-bound capability presentation
85,cod_validation_only,True,1.093292,valid chain of delegation
85,cod_validation_plus_capability_realization,True,3.355375,valid chain of delegation
85,capability_verification_without_holder_proof,True,2.02875,valid capability in no-holder-proof ablation mode
85,capability_verification_with_holder_proof_no_state,True,6.229541,valid holder-bound capability presentation
85,full_stateful_holder_bound_capability_verification,True,7.191624,valid holder-bound capability presentation
85,full_cod_mdtwin_holder_bound_flow,True,24.623042,valid holder-bound capability presentation
86,cod_validation_only,True,1.048,valid chain of delegation
86,cod_validation_plus_capability_realization,True,3.320834,valid chain of delegation
86,capability_verification_without_holder_proof,True,1.964875,valid capability in no-holder-proof ablation mode
86,capability_verification_with_holder_proof_no_state,True,6.382416,valid holder-bound capability presentation
86,full_stateful_holder_bound_capability_verification,True,7.597542,valid holder-bound capability presentation
86,full_cod_mdtwin_holder_bound_flow,True,24.279541,valid holder-bound capability presentation
87,cod_validation_only,True,1.059458,valid chain of delegation
87,cod_validation_plus_capability_realization,True,3.330958,valid chain of delegation
87,capability_verification_without_holder_proof,True,1.943084,valid capability in no-holder-proof ablation mode
87,capability_verification_with_holder_proof_no_state,True,6.162875,valid holder-bound capability presentation
87,full_stateful_holder_bound_capability_verification,True,7.049584,valid holder-bound capability presentation
87,full_cod_mdtwin_holder_bound_flow,True,23.994959,valid holder-bound capability presentation
88,cod_validation_only,True,1.035959,valid chain of delegation
88,cod_validation_plus_capability_realization,True,3.456959,valid chain of delegation
88,capability_verification_without_holder_proof,True,2.124875,valid capability in no-holder-proof ablation mode
88,capability_verification_with_holder_proof_no_state,True,6.031375,valid holder-bound capability presentation
88,full_stateful_holder_bound_capability_verification,True,7.228626,valid holder-bound capability presentation
88,full_cod_mdtwin_holder_bound_flow,True,23.521125,valid holder-bound capability presentation
89,cod_validation_only,True,1.111875,valid chain of delegation
89,cod_validation_plus_capability_realization,True,3.320375,valid chain of delegation
89,capability_verification_without_holder_proof,True,1.924542,valid capability in no-holder-proof ablation mode
89,capability_verification_with_holder_proof_no_state,True,6.290042,valid holder-bound capability presentation
89,full_stateful_holder_bound_capability_verification,True,6.928375,valid holder-bound capability presentation
89,full_cod_mdtwin_holder_bound_flow,True,24.338958,valid holder-bound capability presentation
90,cod_validation_only,True,1.095625,valid chain of delegation
90,cod_validation_plus_capability_realization,True,3.360333,valid chain of delegation
90,capability_verification_without_holder_proof,True,2.010167,valid capability in no-holder-proof ablation mode
90,capability_verification_with_holder_proof_no_state,True,6.149166,valid holder-bound capability presentation
90,full_stateful_holder_bound_capability_verification,True,7.112251,valid holder-bound capability presentation
90,full_cod_mdtwin_holder_bound_flow,True,24.026041,valid holder-bound capability presentation
91,cod_validation_only,True,1.0565,valid chain of delegation
91,cod_validation_plus_capability_realization,True,4.319292,valid chain of delegation
91,capability_verification_without_holder_proof,True,2.063584,valid capability in no-holder-proof ablation mode
91,capability_verification_with_holder_proof_no_state,True,5.937082,valid holder-bound capability presentation
91,full_stateful_holder_bound_capability_verification,True,7.244834,valid holder-bound capability presentation
91,full_cod_mdtwin_holder_bound_flow,True,24.651458,valid holder-bound capability presentation
92,cod_validation_only,True,1.054542,valid chain of delegation
92,cod_validation_plus_capability_realization,True,3.272,valid chain of delegation
92,capability_verification_without_holder_proof,True,1.87375,valid capability in no-holder-proof ablation mode
92,capability_verification_with_holder_proof_no_state,True,7.170459,valid holder-bound capability presentation
92,full_stateful_holder_bound_capability_verification,True,7.448499,valid holder-bound capability presentation
92,full_cod_mdtwin_holder_bound_flow,True,25.159666,valid holder-bound capability presentation
93,cod_validation_only,True,1.117959,valid chain of delegation
93,cod_validation_plus_capability_realization,True,3.402416,valid chain of delegation
93,capability_verification_without_holder_proof,True,2.0695,valid capability in no-holder-proof ablation mode
93,capability_verification_with_holder_proof_no_state,True,6.270291,valid holder-bound capability presentation
93,full_stateful_holder_bound_capability_verification,True,7.055876,valid holder-bound capability presentation
93,full_cod_mdtwin_holder_bound_flow,True,23.923209,valid holder-bound capability presentation
94,cod_validation_only,True,1.116042,valid chain of delegation
94,cod_validation_plus_capability_realization,True,3.297875,valid chain of delegation
94,capability_verification_without_holder_proof,True,1.843958,valid capability in no-holder-proof ablation mode
94,capability_verification_with_holder_proof_no_state,True,5.977416,valid holder-bound capability presentation
94,full_stateful_holder_bound_capability_verification,True,7.392458,valid holder-bound capability presentation
94,full_cod_mdtwin_holder_bound_flow,True,24.315666,valid holder-bound capability presentation
95,cod_validation_only,True,1.075125,valid chain of delegation
95,cod_validation_plus_capability_realization,True,3.169625,valid chain of delegation
95,capability_verification_without_holder_proof,True,1.91825,valid capability in no-holder-proof ablation mode
95,capability_verification_with_holder_proof_no_state,True,5.751584,valid holder-bound capability presentation
95,full_stateful_holder_bound_capability_verification,True,7.501875,valid holder-bound capability presentation
95,full_cod_mdtwin_holder_bound_flow,True,25.100917,valid holder-bound capability presentation
96,cod_validation_only,True,1.086292,valid chain of delegation
96,cod_validation_plus_capability_realization,True,3.284625,valid chain of delegation
96,capability_verification_without_holder_proof,True,1.878458,valid capability in no-holder-proof ablation mode
96,capability_verification_with_holder_proof_no_state,True,6.07175,valid holder-bound capability presentation
96,full_stateful_holder_bound_capability_verification,True,6.980916,valid holder-bound capability presentation
96,full_cod_mdtwin_holder_bound_flow,True,24.185167,valid holder-bound capability presentation
97,cod_validation_only,True,1.0935,valid chain of delegation
97,cod_validation_plus_capability_realization,True,3.228209,valid chain of delegation
97,capability_verification_without_holder_proof,True,1.917416,valid capability in no-holder-proof ablation mode
97,capability_verification_with_holder_proof_no_state,True,7.746707,valid holder-bound capability presentation
97,full_stateful_holder_bound_capability_verification,True,7.270833,valid holder-bound capability presentation
97,full_cod_mdtwin_holder_bound_flow,True,24.860917,valid holder-bound capability presentation
98,cod_validation_only,True,1.101625,valid chain of delegation
98,cod_validation_plus_capability_realization,True,3.26775,valid chain of delegation
98,capability_verification_without_holder_proof,True,1.916208,valid capability in no-holder-proof ablation mode
98,capability_verification_with_holder_proof_no_state,True,5.875917,valid holder-bound capability presentation
98,full_stateful_holder_bound_capability_verification,True,7.090625,valid holder-bound capability presentation
98,full_cod_mdtwin_holder_bound_flow,True,24.433292,valid holder-bound capability presentation
99,cod_validation_only,True,1.071459,valid chain of delegation
99,cod_validation_plus_capability_realization,True,3.24125,valid chain of delegation
99,capability_verification_without_holder_proof,True,1.906292,valid capability in no-holder-proof ablation mode
99,capability_verification_with_holder_proof_no_state,True,5.777668,valid holder-bound capability presentation
99,full_stateful_holder_bound_capability_verification,True,7.354042,valid holder-bound capability presentation
99,full_cod_mdtwin_holder_bound_flow,True,24.029792,valid holder-bound capability presentation
100,cod_validation_only,True,1.096875,valid chain of delegation
100,cod_validation_plus_capability_realization,True,3.815833,valid chain of delegation
100,capability_verification_without_holder_proof,True,1.820916,valid capability in no-holder-proof ablation mode
100,capability_verification_with_holder_proof_no_state,True,5.805542,valid holder-bound capability presentation
100,full_stateful_holder_bound_capability_verification,True,7.322416,valid holder-bound capability presentation
100,full_cod_mdtwin_holder_bound_flow,True,27.018459,valid holder-bound capability presentation
